ta_location_id,hotel_name,amenity
224224,Ritz-Carlton New York Central Park,Facilities for Disabled Guests
224224,Ritz-Carlton New York Central Park,Housekeeping
224224,Ritz-Carlton New York Central Park,Additional Bathroom
224224,Ritz-Carlton New York Central Park,Baggage Storage
224224,Ritz-Carlton New York Central Park,Bath / Shower
224224,Ritz-Carlton New York Central Park,Bathrobes
224224,Ritz-Carlton New York Central Park,Bottled Water
224224,Ritz-Carlton New York Central Park,Currency Exchange
224224,Ritz-Carlton New York Central Park,Desk
224224,Ritz-Carlton New York Central Park,English
224224,Ritz-Carlton New York Central Park,Complimentary Toiletries
224224,Ritz-Carlton New York Central Park,24-Hour Front Desk
224224,Ritz-Carlton New York Central Park,Hair Dryer
224224,Ritz-Carlton New York Central Park,Massage
224224,Ritz-Carlton New York Central Park,Salon
224224,Ritz-Carlton New York Central Park,Pets Allowed
224224,Ritz-Carlton New York Central Park,Safe
224224,Ritz-Carlton New York Central Park,Breakfast Available
224224,Ritz-Carlton New York Central Park,Sauna
224224,Ritz-Carlton New York Central Park,Arabic
224224,Ritz-Carlton New York Central Park,Body Wrap
224224,Ritz-Carlton New York Central Park,Breakfast in the Room
224224,Ritz-Carlton New York Central Park,Cable / Satellite TV
224224,Ritz-Carlton New York Central Park,Car Hire
224224,Ritz-Carlton New York Central Park,Express Check-in / Check-out
224224,Ritz-Carlton New York Central Park,Clothes Rack
224224,Ritz-Carlton New York Central Park,Complimentary Tea
224224,Ritz-Carlton New York Central Park,Couples Massage
224224,Ritz-Carlton New York Central Park,Dining Area
224224,Ritz-Carlton New York Central Park,Executive Lounge Access
224224,Ritz-Carlton New York Central Park,Facial Treatments
224224,Ritz-Carlton New York Central Park,Fitness Classes
224224,Ritz-Carlton New York Central Park,Foot Bath
224224,Ritz-Carlton New York Central Park,Foot Massage
224224,Ritz-Carlton New York Central Park,Complimentary Instant Coffee
224224,Ritz-Carlton New York Central Park,French
224224,Ritz-Carlton New York Central Park,Full Body Massage
224224,Ritz-Carlton New York Central Park,German
224224,Ritz-Carlton New York Central Park,Gift Shop
224224,Ritz-Carlton New York Central Park,Hand Massage
224224,Ritz-Carlton New York Central Park,Head Massage
224224,Ritz-Carlton New York Central Park,Hebrew
224224,Ritz-Carlton New York Central Park,Hindi
224224,Ritz-Carlton New York Central Park,Interconnected room(s) available
224224,Ritz-Carlton New York Central Park,iPod Docking Station
224224,Ritz-Carlton New York Central Park,Iron
224224,Ritz-Carlton New York Central Park,Ironing Service
224224,Ritz-Carlton New York Central Park,Italian
224224,Ritz-Carlton New York Central Park,Landmark View
224224,Ritz-Carlton New York Central Park,Manicure
224224,Ritz-Carlton New York Central Park,Neck Massage
224224,Ritz-Carlton New York Central Park,Newspaper
224224,Ritz-Carlton New York Central Park,On-Demand Movies
224224,Ritz-Carlton New York Central Park,Pedicure
224224,Ritz-Carlton New York Central Park,Private Bathrooms
224224,Ritz-Carlton New York Central Park,Paid Public Parking Nearby
224224,Ritz-Carlton New York Central Park,Radio
224224,Ritz-Carlton New York Central Park,Russian
224224,Ritz-Carlton New York Central Park,Seating Area
224224,Ritz-Carlton New York Central Park,Secured Parking
224224,Ritz-Carlton New York Central Park,Sofa
224224,Ritz-Carlton New York Central Park,Sofa Bed
224224,Ritz-Carlton New York Central Park,Soundproof Rooms
224224,Ritz-Carlton New York Central Park,Spanish
224224,Ritz-Carlton New York Central Park,Taxi Service
224224,Ritz-Carlton New York Central Park,Telephone
224224,Ritz-Carlton New York Central Park,Tile / Marble Floor
224224,Ritz-Carlton New York Central Park,Turkish
224224,Ritz-Carlton New York Central Park,Valet Parking
224224,Ritz-Carlton New York Central Park,VIP Room Facilities
224224,Ritz-Carlton New York Central Park,Wake Up Service / Alarm Clock
224224,Ritz-Carlton New York Central Park,Walk-in Shower
224224,Ritz-Carlton New York Central Park,Wardrobe / Closet
224224,Ritz-Carlton New York Central Park,Waxing Services
224224,Ritz-Carlton New York Central Park,Wine / Champagne
224224,Ritz-Carlton New York Central Park,Yoga Room
471937,Singita Kruger National Park,Pool
471937,Singita Kruger National Park,Restaurant
471937,Singita Kruger National Park,Room service
471937,Singita Kruger National Park,Breakfast included
471937,Singita Kruger National Park,Fitness center
471937,Singita Kruger National Park,Internet
471937,Singita Kruger National Park,Suites
471937,Singita Kruger National Park,Free Internet
471937,Singita Kruger National Park,Bar/Lounge
471937,Singita Kruger National Park,Spa
471937,Singita Kruger National Park,Airport transportation
471937,Singita Kruger National Park,Free Wifi
471937,Singita Kruger National Park,Non-smoking rooms
471937,Singita Kruger National Park,Laundry Service
471937,Singita Kruger National Park,Concierge
471937,Singita Kruger National Park,Air conditioning
471937,Singita Kruger National Park,Multilingual Staff
471937,Singita Kruger National Park,Minibar
471937,Singita Kruger National Park,Safe
471937,Singita Kruger National Park,Private Balcony
471937,Singita Kruger National Park,Butler Service
471937,Singita Kruger National Park,Infinity Pool
471937,Singita Kruger National Park,Outdoor pool
471937,Singita Kruger National Park,Afrikaans
471937,Singita Kruger National Park,Bathrobes
471937,Singita Kruger National Park,Gift Shop
471937,Singita Kruger National Park,Massage
471937,Singita Kruger National Park,Pool with View
471937,Singita Kruger National Park,Private Check-in / Check-out
471937,Singita Kruger National Park,Secured Parking
471937,Singita Kruger National Park,Sofa
471937,Singita Kruger National Park,Special Diet Menus
471937,Singita Kruger National Park,Sun Terrace
471937,Singita Kruger National Park,Kids Activities
471937,Singita Kruger National Park,Free parking
471937,Singita Kruger National Park,Wheelchair access
471937,Singita Kruger National Park,Wifi
471937,Singita Kruger National Park,Business center
471937,Singita Kruger National Park,Family Rooms
471937,Singita Kruger National Park,Refrigerator in room
471937,Singita Kruger National Park,Non-smoking hotel
471937,Singita Kruger National Park,Breakfast Available
471937,Singita Kruger National Park,Parking
471937,Singita Kruger National Park,Free airport transportation
471937,Singita Kruger National Park,Free Shuttle or Taxi Services
471937,Singita Kruger National Park,Housekeeping
471937,Singita Kruger National Park,Baggage Storage
471937,Singita Kruger National Park,Bath / Shower
471937,Singita Kruger National Park,Bottled Water
471937,Singita Kruger National Park,Breakfast in the Room
471937,Singita Kruger National Park,Clothes Rack
471937,Singita Kruger National Park,Coffee / Tea Maker
471937,Singita Kruger National Park,Complimentary Tea
471937,Singita Kruger National Park,Couples Massage
471937,Singita Kruger National Park,Desk
471937,Singita Kruger National Park,Electric Blanket
471937,Singita Kruger National Park,Electric Kettle
471937,Singita Kruger National Park,Extra Long Beds
471937,Singita Kruger National Park,First Aid Kit
471937,Singita Kruger National Park,Foot Massage
471937,Singita Kruger National Park,Complimentary Instant Coffee
471937,Singita Kruger National Park,Complimentary Toiletries
471937,Singita Kruger National Park,Complimentary Welcome Drink
471937,Singita Kruger National Park,Full Body Massage
471937,Singita Kruger National Park,Hair Dryer
471937,Singita Kruger National Park,Hand Massage
471937,Singita Kruger National Park,Head Massage
471937,Singita Kruger National Park,Ironing Service
471937,Singita Kruger National Park,Kids' Meals
471937,Singita Kruger National Park,Laptop Safe
471937,Singita Kruger National Park,Mosquito Net
471937,Singita Kruger National Park,Neck Massage
471937,Singita Kruger National Park,Outdoor Dining Area
471937,Singita Kruger National Park,Outdoor Fireplace
471937,Singita Kruger National Park,Outdoor Furniture
471937,Singita Kruger National Park,Pool / Beach Towels
471937,Singita Kruger National Park,Private Bathrooms
471937,Singita Kruger National Park,24-Hour Security
471937,Singita Kruger National Park,Shared Lounge / TV Area
471937,Singita Kruger National Park,Snack Bar
471937,Singita Kruger National Park,Sun Deck
471937,Singita Kruger National Park,Sun Loungers / Beach Chairs
471937,Singita Kruger National Park,Sun Umbrellas
471937,Singita Kruger National Park,VIP Room Facilities
471937,Singita Kruger National Park,Wake Up Service / Alarm Clock
471937,Singita Kruger National Park,Walk-in Shower
471937,Singita Kruger National Park,Wardrobe / Closet
471937,Singita Kruger National Park,Wine / Champagne
